url,contributor,language,date,subject,contributor_is_creator,physical_dimensions,publisher,original_format,title,rights,id,submission_consent,collection,identifier,created,source,creator,published,format,description,online_submission,posting_consent
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/151/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - news release groundbreaking spellman house (history) p3,,151,,Other Documents,,2009-10-20T22:08:56+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/156/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - pac newsletter lakeland school,,156,,Other Documents,,2009-10-20T22:09:59+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/145/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - spellman house,,145,,Other Documents,,2009-10-20T22:06:39+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/142/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p7,,142,,Other Documents,,2009-10-20T22:06:05+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/143/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dater 3/20/81 p8,,143,,Other Documents,,2009-10-20T22:06:17+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/144/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p9,,144,,Other Documents,,2009-10-20T22:06:28+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/153/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - news release groundbreaking spellmam house (history) p5,,153,,Other Documents,,2009-10-20T22:09:19+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/154/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - program groundbreaking spellmam house,,154,,Other Documents,,2009-10-20T22:09:30+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/136/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p1,,136,,Other Documents,,2009-10-20T22:04:45+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/138/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p3,,138,,Other Documents,,2009-10-20T22:05:19+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/155/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - letter re use of lakelandschool,,155,,Other Documents,,2009-10-20T22:09:46+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/152/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - news release groundbreaking spellman house (history) p4,,152,,Other Documents,,2009-10-20T22:09:08+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/139/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p4,,139,,Other Documents,,2009-10-20T22:05:31+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/137/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p2,,137,,Other Documents,,2009-10-20T22:04:56+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/141/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p6,,141,,Other Documents,,2009-10-20T22:05:54+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/140/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - relocation list since 1973 dated 3/20/81 p5,,140,,Other Documents,,2009-10-20T22:05:43+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/338/original.jpg,,,,,,,City of College Park,,City of College Park - 4812 Lakeland-Sherman & Saxoline Campbell,,338,,Photos Houses,,2009-10-20T23:05:39+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/336/original.jpg,,,,,,,City of College Park,,City of College Park - 4805 Navahoe-Enoch P. & Hattie Sandidge,,336,,Photos Houses,,2009-10-20T23:04:54+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/168/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Alice Nickens & Elsie White Lot4 Block13 8112 51st Ave (2),,168,,Photos Houses,,2009-10-20T22:11:53+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/150/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - news release groundbreaking spellman house (history) p2,,150,,Photos Houses,,2009-10-20T22:08:28+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/192/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Tourist  Homes Navahoe (2),,192,,Photos Houses,,2009-10-20T22:17:04+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/195/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Marie Douglas 4702 Lakeland Rd. (2),,195,,Photos Houses,,2009-10-20T22:17:42+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/330/original.jpg,,,,,,,City of College Park,,City of College Park - street scene-1,,330,,Photos Houses,,2009-10-20T23:02:57+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/337/original.jpg,,,,,,,City of College Park,,City of College Park - 4905 Navahoe- Leonard J. Smith-Lakeland Tavern,,337,,Photos Houses,,2009-10-20T23:05:21+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/58/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - council meeting/ awards 2 photos,,58,,Photos Houses,,2009-10-20T21:58:12+00:00,,,True,image/jpeg,,,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/339/original.jpg,,,,,,,City of College Park,,City of College Park - 8005 48th Ave.-Manton L. & Dalphine A. Chapmon,,339,,Photos Houses,,2009-10-20T23:05:57+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/194/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Marie Douglas 4702 Lakeland Rd.(2),,194,,Photos Houses,,2009-10-20T22:17:31+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/193/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Marie Douglas 4702 Lakeland Rd. (2),,193,,Photos Houses,,2009-10-20T22:17:19+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/169/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - 5017 Lakeland Rd (3) ,,169,,Photos Houses,,2009-10-20T22:12:05+00:00,,,True,image/jpeg,"owner Telma Fulcher, per ap tenent in 33 yrs pays $100 mo as of 1/76",No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/216/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - James & Vera Claiboine 4802 Lakeland Rd. (2),,216,,Photos Houses,,2009-10-20T22:22:45+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/229/original.jpg,wilmer,,,,Yes,,City of College Park,"Edwin A. Newman and Clara Newman originally purchased the property located at 5400 Cleveland Avenue on Block 45-Lot 6.  The property was transferred to Enos Newman on November 19, 1894.  Seven Years later, in 1901, Enos Newman of Rippen Hanover, Montgomery Pennsylvania, transfers the deed to Bessie Newman.

In 1935 the property was “taken from” Bessie Newman by the County Commissioner. On January 20, 1942, Cuban-born Marcelino Cordove of 1226 Girard Street, NW, Washington, DC, was granted the property.  Macelino Cordove, age 55, apparently purchased the property for $12,500.00 (1930 U.S. Census).  Marcelino is listed as “Head of Household” and lives with his wife, Mary F. Cordove who is 53 years old.  Their two daughters, Terisa, 27, and Evelyn Brown, 35, son Marcell, 25, and grandson Raymond, 14, also lived in the home listed on Girard Street (1930 U.S. Census).  So far there is no record that all family members moved to the residence on Cleveland Avenue on the east side of Lakeland.

According to an oral history, sited in sited in the Lakeland Community Heritage Project's book “Images of America Lakeland African Americans in College Park,” the house was used by Marcelino Cordove as a family operated lodging business with modest “tourist homes” located adjacent to the house.

The 1930 U.S. Census lists Mr. Cordove and his wife’s race as Negro.  However, other documents list his wife as white (1900 U.S. Census).  

On March 3rd 1951 Marcelino Cordove transferred the deed to his relative Alexander S.C. Stant of 1627 Lamont Street, NW, Washington, D.C. for $10.00.  Also on that same day records indicate that the deed was transferred back over to Marcelino Cordove and Alberta C. Cordove. (www.mdlandrec.net)

In 1971, records show that Alberta C. Cordove relinquished the deed to Paul Parker, Jr. and Dolores E. Parker, C.W. Blomquist, Trustee, Diane K. Blomquist (Prince George’s County) and the Washington Suburban Sanitary Commission.  However, records indicate that on January 15th 1971 Alverta (Cordove) received an inheritance of the property from Marcelino Cordove (d. 10/23/71).

Six years later on January 25, 1977, Paul Parker, Jr. and Delores E. Parker transferred the property to the City of College Park. The property was subsequently condemned.

As of September 20, 1990, Prince George’s County lists the property under the City of College Park, Maryland, Metro Book/Liber Number 7782, Folio 36.

Please note the following quoted from Prince George’s County, Maryland record; “I went through all the Grantee records for the County Commissioner hoping to find the deed, which gave them ownership of the property, but I couldn’t find it.  It is also not clear to me if the County Commissioner purchased the land or just received it because no one purchased it at auction.  ~ Margaret Prest” (www.mdlandrec.net)

",City of College Park - Paul & Delores Parker 5400 Cleveland Ave.(2),,229,Yes,Photos Houses,,2009-10-20T22:25:34+00:00,,Gregory E. McCampbell,True,image/jpeg,,Yes,Yes
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/211/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Joseph & Catherine Adams 8103 48th Ave.,,211,,Photos Houses,,2009-10-20T22:20:55+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/227/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - 4902 Lakeland Rd.,,227,,Photos Houses,,2009-10-20T22:24:51+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/218/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Nora Thomas 4806 Lakeland Rd. (2),,218,,Photos Houses,,2009-10-20T22:23:08+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/220/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Floyd & Azalian Ross 4808 Lakeland Rd. (2),,220,,Photos Houses,,2009-10-20T22:23:34+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/274/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - 8204 48th Ave.,,274,,Photos Houses,,2009-10-20T22:48:00+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/273/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Robert E. & Ila Mason 8204 48th Ave. Block 16, part of lot 1 (3)",,273,,Photos Houses,,2009-10-20T22:47:33+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/425/original.jpg,,,,,,,Fisk University Rosenwald Fund Card File Database,,Lakeland Elementary Rosenwald School,,425,,Photos Houses,,2009-12-13T05:36:30+00:00,,Brian Cuvo,True,,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/245/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Joseph & Elenor Galvagna Cincinnatti & Grand Rd.east 1/2 lot 6 Block44 (2),,245,,Photos Houses,,2009-10-20T22:35:26+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/242/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Dervey Lomax 8115 54th Ave, (2)",,242,,Photos Houses,,2009-10-20T22:33:06+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/221/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Otway Zantzinger Jr. (deceased) 4900 Lakeland Rd.,,221,,Photos Houses,,2009-10-20T22:23:59+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/226/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Floyd & Azalian Ross 4808 Lakeland Rd. ,,226,,Photos Houses,,2009-10-20T22:24:37+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/210/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Morton &  Dalphine Chapman 8005 48th Ave.,,210,,Photos Houses,,2009-10-20T22:20:43+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/228/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Paul & Delores Parker 5400 Cleveland Ave.(2),,228,,Photos Houses,,2009-10-20T22:25:10+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/243/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Dervey Lomax 8115 54th Ave.,,243,,Photos Houses,,2009-10-20T22:33:46+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/244/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Joseph & Elenor Galvagna Cincinnatti & Grand Rd.east 1/2 lot 6 Block44,,244,,Photos Houses,,2009-10-20T22:34:28+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/275/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Morton & Phyllis Frank 4800 Navahoe part of lot1 block 16 (2),,275,,Photos Houses,,2009-10-20T22:48:29+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/257/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Leonard Smith & Mamie Mc Corkle 8200 R.I. Ave. (BPOE Lodge 514,,257,,Photos Houses,,2009-10-20T22:42:00+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/250/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Leon & Marionette Kelly (no #)  55th Ave. Block 44 Lots 7-11 (2),,250,,Photos Houses,,2009-10-20T22:38:17+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/266/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - John & Gloria Smith 4906 Navahoe part 2 (3),,266,,Photos Houses,,2009-10-20T22:45:51+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/259/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Leonard Smith & Mamie Mc Corkle 4910 Navahoe Ave. Block 16 (3),,259,,Photos Houses,,2009-10-20T22:43:15+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/235/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Earl  & Velma Weysandt & Carter Weysandt Eng. Inc. Blocks 1,12-15 &44 (3)",,235,,Photos Houses,,2009-10-20T22:29:03+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/232/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Earl & Velma Weysandt & Carter Weysandt Eng. Inc.Blocks 1,12-15 & 44 (2)",,232,,Photos Houses,,2009-10-20T22:27:26+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/204/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Mack's Store Bessie Mack, John Chesley Mack Jr.,Julie E. Carroll 5030 Navahoe St.",,204,,Photos Houses,,2009-10-20T22:19:30+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/260/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Leonard  Smith & Mamie Mc Corkle 4910 Navahoe Ave. Block 16(2),,260,,Photos Houses,,2009-10-20T22:43:39+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/267/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - 4906 Navahoe (2),,267,,Photos Houses,,2009-10-20T22:46:13+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/258/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Leonard Smith & Mamie Mc Corkle  4910Navahoe Block 16,,258,,Photos Houses,,2009-10-20T22:42:46+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/251/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Leon & Marionette Kelly (no #)  55th Ave. Block 44 Lots 7-11 ,,251,,Photos Houses,,2009-10-20T22:38:50+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/269/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Thomas & Elsie Moody 4904 Navahoe (2),,269,,Photos Houses,,2009-10-20T22:46:36+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/202/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - J. Victor Dickey 4704 Lakelandd Rd. Block19,w 50"" oflot 11 (2)",,202,,Photos Houses,,2009-10-20T22:19:05+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/205/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Mack's Store Bessie Mack, John Chesley Mack Jr.,Julie E. Carroll 5030 Navahoe St.",,205,,Photos Houses,,2009-10-20T22:19:42+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/233/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Earl & Velma Weysandt & Carter Weysandt Eng. Inc.Blocks 1,12-15 & 44 ",,233,,Photos Houses,,2009-10-20T22:28:06+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/234/original.jpg,wilmer,,,,,,City of College Park,,"City of College Park - Earl & Velma Weysandt &Carter Weysandt Eng. Inc. Blocks 1, 12-15 &44 (3)",,234,,Photos Houses,,2009-10-20T22:28:55+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/174/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Black's 5001-5007 Lakeland Rd.,,174,,Photos Houses,,2009-10-20T22:13:05+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/180/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Demolitation Photos 4802 Lakrland Rd. & 4812 Lakeland Rd (4),,180,,Photos Houses,,2009-10-20T22:14:14+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/173/original.jpg,wilmer,,,,,,City of College Park,,City of College Park - Black's 5001-5007 Lakeland Rd. (2),,173,,Photos Houses,,2009-10-20T22:12:54+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/341/original.jpg,,,,,,,City of College Park,,City of College Park - 4808 Lakeland- Floyd & Azalian Ross,,341,,Photos Houses,,2009-10-20T23:06:28+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/324/original.jpg,,,,,,,City of College Park,,City of College Park - 8204 48th Ave.--Robert E. & Ila M. Mason,,324,,Photos Houses,,2009-10-20T23:01:08+00:00,,,True,image/jpeg,,No,
https://raw.githubusercontent.com/edsu/lakeland-images/master/static/340/original.jpg,,,,,,,City of College Park,,City of College Park - 4800 Lakeland- Harold W. & Julia M. Pitts,,340,,Photos Houses,,2009-10-20T23:06:09+00:00,,,True,image/jpeg,,No,
